stt,mssv,student_name,class_name,edu_mail,national_id,address_id
1091,19344211,Nguyễn Thị Hà,KTPM15B,ha.19344211@student.iuh.edu.vn,462535514,203
1092,19344221,Hồ Khiết,HTTT15B,khiet.19344221@student.iuh.edu.vn,502396442,154
1093,19344231,Nguyễn Thị Bích,KHMT15A,bich.19344231@student.iuh.edu.vn,899452210,275
1094,19344241,Cao Thị,KHMT15B,thi.19344241@student.iuh.edu.vn,664798503,116
1095,19344251,Trương Diệu,KHMT15B,dieu.19344251@student.iuh.edu.vn,390714687,100
1096,19344261,Nguyễn Thị Thanh,HTTT15B,thanh.19344261@student.iuh.edu.vn,402890465,3
1097,19344271,Trần Thị,KHMT15A,thi.19344271@student.iuh.edu.vn,319509507,108
1098,19344281,Trịnh Thị,KTPM15B,thi.19344281@student.iuh.edu.vn,491263741,266
1099,19344291,Nguyễn Anh,HTTT15B,anh.19344291@student.iuh.edu.vn,444488648,106
1100,19344301,Nguyễn Thị Mỹ,HTTT15B,my.19344301@student.iuh.edu.vn,503464440,175
1101,19344311,Lê Dương Minh,HTTT15B,minh.19344311@student.iuh.edu.vn,245711686,167
1102,19344321,Hồ Ngọc Gia,HTTT15A,gia.19344321@student.iuh.edu.vn,641892613,201
1103,19344331,Hồ Thị,HTTT15B,thi.19344331@student.iuh.edu.vn,699972629,106
1104,19344341,Nguyễn Thị Thu,HTTT15A,thu.19344341@student.iuh.edu.vn,280229711,79
1105,19344351,Trần Châu Thanh,HTTT15C,thanh.19344351@student.iuh.edu.vn,798602185,145
1106,19344361,Huỳnh Gia,KHMT15A,gia.19344361@student.iuh.edu.vn,508637303,190
1107,19344371,Huỳnh Thị,KTPM15B,thi.19344371@student.iuh.edu.vn,791316946,185
1108,19344381,Phí Huyền,KTPM15B,huyen.19344381@student.iuh.edu.vn,562470236,160
1109,19344391,Lê Thị Như,HTTT15A,nhu.19344391@student.iuh.edu.vn,814626755,220
1110,19344401,Nguyễn Thiện,KHMT15A,thien.19344401@student.iuh.edu.vn,295457187,33
1111,19344411,Phan Thị,KTPM15B,thi.19344411@student.iuh.edu.vn,631660859,26
1112,19344421,Nguyễn Thị Hồng,HTTT15A,hong.19344421@student.iuh.edu.vn,827762946,43
1113,19344431,Đặng Phương,KTPM15A,phuong.19344431@student.iuh.edu.vn,583768179,15
1114,19344441,Dương Huỳnh Đăng,KHMT15B,dang.19344441@student.iuh.edu.vn,364715119,247
1115,19344451,Trần Thị Huỳnh,KHDL15A,huynh.19344451@student.iuh.edu.vn,376674003,86
1116,19344461,Nguyễn Minh,KHDL15A,minh.19344461@student.iuh.edu.vn,829359441,248
1117,19344471,Nguyễn Minh,HTTT15A,minh.19344471@student.iuh.edu.vn,759685717,99
1118,19344481,Nguyễn Thị Lan,HTTT15A,lan.19344481@student.iuh.edu.vn,273501133,148
1119,19344491,Thân Thanh,HTTT15A,thanh.19344491@student.iuh.edu.vn,960718124,226
1120,19344501,Vương Thị Vân,KHDL15A,van.19344501@student.iuh.edu.vn,526069402,293
1121,19344511,Nguyễn Khánh,KTPM15A,khanh.19344511@student.iuh.edu.vn,702421451,53
1122,19344521,Nguyễn Yến,HTTT15A,yen.19344521@student.iuh.edu.vn,261433569,160
1123,19344531,Nguyễn Thị Thanh,KHDL15A,thanh.19344531@student.iuh.edu.vn,493082142,13
1124,19344541,Nguyễn Thị Huỳnh,HTTT15B,huynh.19344541@student.iuh.edu.vn,685714876,116
1125,19344551,Vũ Hồ Trâm,KTPM15B,tram.19344551@student.iuh.edu.vn,803143309,72
1126,19344561,Hà Duy Thiên,KHMT15A,thien.19344561@student.iuh.edu.vn,708255222,283
1127,19344571,Lê Thị Mai,KHDL15A,mai.19344571@student.iuh.edu.vn,404549916,266
1128,19344581,Nguyễn Minh,KHMT15A,minh.19344581@student.iuh.edu.vn,792815036,108
1129,19344591,Trần Lâm Bảo,HTTT15B,bao.19344591@student.iuh.edu.vn,873736540,182
1130,19344601,Vương Chí,KTPM15B,chi.19344601@student.iuh.edu.vn,527928675,36
1131,19344611,Nguyễn Thành,HTTT15A,thanh.19344611@student.iuh.edu.vn,672402412,249
1132,19344621,Phùng Tuệ,HTTT15C,tue.19344621@student.iuh.edu.vn,358508728,275
1133,19344631,Nguyễn Ngọc,HTTT15A,ngoc.19344631@student.iuh.edu.vn,593250550,277
1134,19344641,Nguyễn Thị Thùy,KHDL15B,thuy.19344641@student.iuh.edu.vn,862614672,6
1135,19344651,Lê Viết,KTPM15B,viet.19344651@student.iuh.edu.vn,992373082,211
1136,19344661,Nguyễn Hoàng Hạnh,HTTT15B,hanh.19344661@student.iuh.edu.vn,914055501,245
1137,19344671,Nguyễn Lâm Thiên,HTTT15A,thien.19344671@student.iuh.edu.vn,306655517,119
1138,19344681,Lâm Huệ,HTTT15C,hue.19344681@student.iuh.edu.vn,716552799,205
1139,19344691,Hồ Hồng,HTTT15B,hong.19344691@student.iuh.edu.vn,696887978,283
1140,19344701,Nguyễn Minh,KTPM15B,minh.19344701@student.iuh.edu.vn,461958353,108
1141,19344711,Phạm Thị Ý,KHDL15A,y.19344711@student.iuh.edu.vn,832836597,18
1142,19344721,Lê Nguyễn Ngọc,HTTT15A,ngoc.19344721@student.iuh.edu.vn,461371783,10
1143,19344731,Trần Đặng Hồng,HTTT15A,hong.19344731@student.iuh.edu.vn,327375261,167
1144,19344741,Nguyễn Nhật,HTTT15C,nhat.19344741@student.iuh.edu.vn,254216890,4
1145,19344751,Trần Đại Đình,KTPM15B,dinh.19344751@student.iuh.edu.vn,549141561,9
1146,19344761,Trần Phước,KHDL15A,phuoc.19344761@student.iuh.edu.vn,232119115,180
1147,19344771,Phạm Hoàng,KHDL15A,hoang.19344771@student.iuh.edu.vn,482425565,289
1148,19344781,Nguyễn Huỳnh Thảo,HTTT15A,thao.19344781@student.iuh.edu.vn,617922453,23
1149,19344791,Trần Nhật,KTPM15A,nhat.19344791@student.iuh.edu.vn,530695436,264
1150,19344801,Lê Hoàng Minh,KTPM15A,minh.19344801@student.iuh.edu.vn,730077702,22
1151,19344811,Huỳnh Tấn,KHMT15B,tan.19344811@student.iuh.edu.vn,426407419,20
1152,19344821,Hoàng Mai Minh,KHMT15A,minh.19344821@student.iuh.edu.vn,822087343,91
1153,19344831,Trần Thị Xuân,KTPM15B,xuan.19344831@student.iuh.edu.vn,873926501,40
1154,19344841,Nguyễn Văn Thành,HTTT15A,thanh.19344841@student.iuh.edu.vn,233058849,293
1155,19344851,Trần Khải,HTTT15B,khai.19344851@student.iuh.edu.vn,270225210,265
1156,19344861,Phạm Nguyên,KHMT15A,nguyen.19344861@student.iuh.edu.vn,680058981,113
1157,19344871,Phan Thị Thu,KHDL15A,thu.19344871@student.iuh.edu.vn,263198719,179
1158,19344881,Nguyễn Văn,HTTT15A,van.19344881@student.iuh.edu.vn,694148448,45
1159,19344891,Ngô Trúc,HTTT15B,truc.19344891@student.iuh.edu.vn,406458635,29
1160,19344901,Vũ Việt,HTTT15C,viet.19344901@student.iuh.edu.vn,987428482,65
1161,19344911,Nguyễn Nhật,KHMT15A,nhat.19344911@student.iuh.edu.vn,872877812,184
1162,19344921,Vũ Hiền,HTTT15B,hien.19344921@student.iuh.edu.vn,273146015,59
1163,19344931,Võ Lê Hoàng Quốc,KTPM15A,quoc.19344931@student.iuh.edu.vn,714627605,45
1164,19344941,Nguyễn Thị Thúy,KTPM15A,thuy.19344941@student.iuh.edu.vn,435253215,162
1165,19344951,Mai Tấn,HTTT15B,tan.19344951@student.iuh.edu.vn,760831421,33
1166,19344961,Cao Trần Thảo,HTTT15B,thao.19344961@student.iuh.edu.vn,414490232,287
1167,19344971,Bùi Văn,KHMT15B,van.19344971@student.iuh.edu.vn,237858266,13
1168,19344981,Nguyễn Hoàng,KHDL15B,hoang.19344981@student.iuh.edu.vn,478366906,190
1169,19344991,Nguyễn Viên Trung,KTPM15A,trung.19344991@student.iuh.edu.vn,767638302,120
1170,19345001,Lê Cao Quyết,HTTT15C,quyet.19345001@student.iuh.edu.vn,606304973,66
1171,19345011,Châu Bích,HTTT15C,bich.19345011@student.iuh.edu.vn,888177218,153
1172,19345021,Đặng Văn,KHMT15A,van.19345021@student.iuh.edu.vn,239816967,240
1173,19345031,Trần Thanh,KHDL15A,thanh.19345031@student.iuh.edu.vn,242660212,22
1174,19345041,Trần Hiếu,KHMT15A,hieu.19345041@student.iuh.edu.vn,323813508,39
1175,19345051,Lê Trần Thủy,KHMT15B,thuy.19345051@student.iuh.edu.vn,668435062,225
1176,19345061,Lê Nguyễn Hoàng,HTTT15B,hoang.19345061@student.iuh.edu.vn,484834170,81
1177,19345071,Đỗ Ngọc Thùy,HTTT15C,thuy.19345071@student.iuh.edu.vn,309617233,14
1178,19345081,Nguyễn Thị Tuyết,KTPM15B,tuyet.19345081@student.iuh.edu.vn,795721043,110
1179,19345091,Thái Ngọc,HTTT15A,ngoc.19345091@student.iuh.edu.vn,348591481,14
1180,19345101,Nguyễn Thị Mai,HTTT15B,mai.19345101@student.iuh.edu.vn,446222242,133
1181,19345111,Phan Ngọc,KHMT15A,ngoc.19345111@student.iuh.edu.vn,337137569,72
1182,19345121,Nguyễn Minh,KHMT15B,minh.19345121@student.iuh.edu.vn,864006729,36
1183,19345131,Chống Chí,KHMT15A,chi.19345131@student.iuh.edu.vn,585660272,13
1184,19345141,Lâm Chấn,HTTT15B,chan.19345141@student.iuh.edu.vn,424065215,230
1185,19345151,Nguyễn Thị Huyền,HTTT15B,huyen.19345151@student.iuh.edu.vn,871441285,262
1186,19345161,Phạm Nguyệt,KTPM15B,nguyet.19345161@student.iuh.edu.vn,924251007,220
1187,19345171,Nguyễn Phước,KHDL15A,phuoc.19345171@student.iuh.edu.vn,978580917,281
1188,19345181,Nguyễn Hữu Minh,HTTT15B,minh.19345181@student.iuh.edu.vn,682644617,170
1189,19345191,Nguyễn Thị Thanh,KHMT15B,thanh.19345191@student.iuh.edu.vn,803133654,88
1190,19345201,Nguyễn Thị Thảo,HTTT15C,thao.19345201@student.iuh.edu.vn,464589804,261
1191,19345211,Hồ Phan Khánh,HTTT15B,khanh.19345211@student.iuh.edu.vn,719064399,249
1192,19345221,Hoàng Thị Minh,HTTT15C,minh.19345221@student.iuh.edu.vn,279987715,19
1193,19345231,Lê Đình Ngọc,HTTT15C,ngoc.19345231@student.iuh.edu.vn,519095141,245
1194,19345241,Huỳnh Phạm Phát,KHDL15A,phat.19345241@student.iuh.edu.vn,315361093,262
1195,19345251,Phan Trung,KHMT15B,trung.19345251@student.iuh.edu.vn,341523682,97
1196,19345261,Hoàng Ngọc,KTPM15A,ngoc.19345261@student.iuh.edu.vn,610412542,130
1197,19345271,Dương Khắc,KTPM15B,khac.19345271@student.iuh.edu.vn,345008546,211
1198,19345281,Nguyễn Nhật,HTTT15C,nhat.19345281@student.iuh.edu.vn,377862470,144
1199,19345291,Nguyễn Ngọc Trâm,KHDL15A,tram.19345291@student.iuh.edu.vn,259252114,11
1200,19345301,Nguyễn Thị,KHDL15A,thi.19345301@student.iuh.edu.vn,624525803,254
1201,19345311,Trần Thị Vân,HTTT15B,van.19345311@student.iuh.edu.vn,455983989,290
1202,19345321,Nguyễn Thị Giảng,KHDL15B,giang.19345321@student.iuh.edu.vn,806926999,197
1203,19345331,Lê Thị Thu,KHDL15B,thu.19345331@student.iuh.edu.vn,466681915,269
1204,19345341,Huỳnh Nguyễn Mai,KHDL15A,mai.19345341@student.iuh.edu.vn,961529265,267
1205,19345351,Trần Thị Kiều,HTTT15B,kieu.19345351@student.iuh.edu.vn,789193761,295
1206,19345361,Võ Thị,HTTT15B,thi.19345361@student.iuh.edu.vn,738957123,208
1207,19345371,Mai Lý Thảo,KHDL15A,thao.19345371@student.iuh.edu.vn,236433949,130
1208,19345381,Nguyễn Thị Cẩm,KHMT15A,cam.19345381@student.iuh.edu.vn,621197275,51
1209,19345391,Nguyễn Thùy Thi,HTTT15B,thi.19345391@student.iuh.edu.vn,539225561,68
1210,19345401,Trần Thị Mai,HTTT15B,mai.19345401@student.iuh.edu.vn,277170207,266
1211,19345411,Hoàng Quỳnh,HTTT15A,quynh.19345411@student.iuh.edu.vn,980556202,267
1212,19345421,Nguyễn Thị Mỹ,KHMT15B,my.19345421@student.iuh.edu.vn,978731215,25
1213,19345431,Hồ Huỳnh Xuân,HTTT15A,xuan.19345431@student.iuh.edu.vn,634681950,40
1214,19345441,Võ Thị Thùy,KHMT15B,thuy.19345441@student.iuh.edu.vn,223287472,102
1215,19345451,Nguyễn Huỳnh Thiên,HTTT15C,thien.19345451@student.iuh.edu.vn,601727421,1
1216,19345461,Phạm Thị Thu,HTTT15B,thu.19345461@student.iuh.edu.vn,875349232,295
1217,19345471,Nguyễn Văn,KTPM15B,van.19345471@student.iuh.edu.vn,310384908,157
1218,19345481,Thị Trinh,KHMT15B,trinh.19345481@student.iuh.edu.vn,878491562,12
1219,19345491,Phan Gia,KHDL15B,gia.19345491@student.iuh.edu.vn,623945133,84
1220,19345501,Đỗ Đức,KTPM15A,duc.19345501@student.iuh.edu.vn,311261047,144
1221,19345511,Nguyễn Hoàng,KTPM15B,hoang.19345511@student.iuh.edu.vn,950118704,101
1222,19345521,Lê Trần Anh,HTTT15A,anh.19345521@student.iuh.edu.vn,834429682,96
1223,19345531,Vũ Thị Minh,KHMT15B,minh.19345531@student.iuh.edu.vn,937871524,238
1224,19345541,Tiêu Mộng,HTTT15A,mong.19345541@student.iuh.edu.vn,252103954,42
1225,19345551,Nguyễn Ngọc,KTPM15A,ngoc.19345551@student.iuh.edu.vn,690646548,198
1226,19345561,Đỗ Thị Thanh,KTPM15A,thanh.19345561@student.iuh.edu.vn,429442068,13
1227,19345571,Đinh Thị Trúc,KTPM15A,truc.19345571@student.iuh.edu.vn,457900661,153
1228,19345581,Trương Mỹ,HTTT15C,my.19345581@student.iuh.edu.vn,584446177,147
1229,19345591,Đào Thanh,HTTT15B,thanh.19345591@student.iuh.edu.vn,790066289,261
1230,19345601,Tạ Vũ Thiên,HTTT15B,thien.19345601@student.iuh.edu.vn,498684508,75
1231,19345611,Đinh Thị Phương,HTTT15A,phuong.19345611@student.iuh.edu.vn,588972320,138
1232,19345621,Nguyễn Thị Anh,KHDL15B,anh.19345621@student.iuh.edu.vn,799965587,7
1233,19345631,La Mai Thanh,HTTT15A,thanh.19345631@student.iuh.edu.vn,574583651,62
1234,19345641,Nguyễn Thạch Kim,HTTT15A,kim.19345641@student.iuh.edu.vn,262152250,258
1235,19345651,Đỗ Thị Cẩm,HTTT15A,cam.19345651@student.iuh.edu.vn,428008289,157
1236,19345661,Phạm Thị Thanh,KTPM15B,thanh.19345661@student.iuh.edu.vn,793820058,7
1237,19345671,Thái Thị Hồng,KHDL15A,hong.19345671@student.iuh.edu.vn,349167923,292
1238,19345681,Nguyễn Ngọc Hương,KHMT15A,huong.19345681@student.iuh.edu.vn,927346798,154
1239,19345691,Hà Như,HTTT15B,nhu.19345691@student.iuh.edu.vn,294893981,166
1240,19345701,Hồ Cẩm,KHMT15B,cam.19345701@student.iuh.edu.vn,450195432,177
1241,19345711,Nguyễn Thị Xuân,HTTT15B,xuan.19345711@student.iuh.edu.vn,738366941,237
1242,19345721,Phạm Thị Thanh,KHMT15A,thanh.19345721@student.iuh.edu.vn,655104503,160
1243,19345731,Trương Phan Minh,HTTT15B,minh.19345731@student.iuh.edu.vn,398954955,245
1244,19345741,Đỗ Trương Hồng,HTTT15B,hong.19345741@student.iuh.edu.vn,680467839,25
1245,19345751,Đỗ Nguyễn Phương,HTTT15B,phuong.19345751@student.iuh.edu.vn,354551388,107
1246,19345761,Nguyễn Thị Mỹ,HTTT15C,my.19345761@student.iuh.edu.vn,499907978,69
1247,19345771,Nguyễn Xuân,KTPM15A,xuan.19345771@student.iuh.edu.vn,498359258,237
1248,19345781,Nguyễn Đình Tuấn,KTPM15A,tuan.19345781@student.iuh.edu.vn,985022348,149
1249,19345791,Lợi Mỹ,KTPM15B,my.19345791@student.iuh.edu.vn,540364099,49
1250,19345801,Trần Trung,KHMT15A,trung.19345801@student.iuh.edu.vn,301994910,42
1251,19345811,Trương Thị Phương,KTPM15A,phuong.19345811@student.iuh.edu.vn,633239341,208
1252,19345821,Nguyễn Trần Ngọc,KTPM15A,ngoc.19345821@student.iuh.edu.vn,306527513,128
1253,19345831,Đặng Thị Mỹ,KHMT15B,my.19345831@student.iuh.edu.vn,618911739,120
1254,19345841,Nguyễn Ngọc Thúy,HTTT15B,thuy.19345841@student.iuh.edu.vn,664249820,264
1255,19345851,Nguyễn Khánh,KHDL15B,khanh.19345851@student.iuh.edu.vn,610833856,188
1256,19345861,Lý Gia,KHDL15A,gia.19345861@student.iuh.edu.vn,401249960,146
1257,19345871,Tăng Thục,HTTT15A,thuc.19345871@student.iuh.edu.vn,514894430,33
1258,19345881,Nguyễn Lưu Lan,HTTT15A,lan.19345881@student.iuh.edu.vn,276899205,27
1259,19345891,Nguyễn Thị,HTTT15A,thi.19345891@student.iuh.edu.vn,544434892,276
1260,19345901,Lâm Phương,HTTT15B,phuong.19345901@student.iuh.edu.vn,988924882,147
1261,19345911,Lâm Yến,KTPM15B,yen.19345911@student.iuh.edu.vn,774869876,210
1262,19345921,Phạm Như,HTTT15C,nhu.19345921@student.iuh.edu.vn,886753001,119
1263,19345931,Lâm Quang,KHMT15B,quang.19345931@student.iuh.edu.vn,872823466,62
1264,19345941,Nguyễn Thị Thu,KHMT15A,thu.19345941@student.iuh.edu.vn,228687110,187
1265,19345951,Huỳnh Vương,KHMT15B,vuong.19345951@student.iuh.edu.vn,788945316,210
1266,19345961,Huỳnh Ngọc Lâm,KTPM15B,lam.19345961@student.iuh.edu.vn,709392854,279
1267,19345971,Nguyễn Thị Thảo,HTTT15C,thao.19345971@student.iuh.edu.vn,839895759,106
1268,19345981,Đỗ Nguyễn Thảo,KHDL15B,thao.19345981@student.iuh.edu.vn,307488547,264
1269,19345991,Soa Bảo,KHMT15B,bao.19345991@student.iuh.edu.vn,857079390,95
1270,19346001,Lâm Gia,HTTT15A,gia.19346001@student.iuh.edu.vn,247300402,159
1271,19346011,Trần Triều,KTPM15A,trieu.19346011@student.iuh.edu.vn,361589070,93
1272,19346021,Tạ Nhật,KTPM15A,nhat.19346021@student.iuh.edu.vn,241782481,35
1273,19346031,Giang Tuyết,HTTT15B,tuyet.19346031@student.iuh.edu.vn,249022904,285
1274,19346041,Thái Thiên Hoàng,KHMT15B,hoang.19346041@student.iuh.edu.vn,966325488,265
1275,19346051,Nguyễn Bá Hạnh,KTPM15A,hanh.19346051@student.iuh.edu.vn,487214711,236
1276,19346061,Lư Ngọc,KTPM15A,ngoc.19346061@student.iuh.edu.vn,883667906,43
1277,19346071,Lê Minh,HTTT15B,minh.19346071@student.iuh.edu.vn,312456795,225
1278,19346081,Trần Tuyết,HTTT15A,tuyet.19346081@student.iuh.edu.vn,923736344,64
1279,19346091,Quan Phối,HTTT15A,phoi.19346091@student.iuh.edu.vn,827697334,179
1280,19346101,Võ Lê Anh,KHDL15B,anh.19346101@student.iuh.edu.vn,432547434,148
1281,19346111,Đào Khánh,HTTT15A,khanh.19346111@student.iuh.edu.vn,855582296,61
1282,19346121,Trần Thị Thúy,KHMT15A,thuy.19346121@student.iuh.edu.vn,296838559,179
1283,19346131,Võ Lập,KHDL15A,lap.19346131@student.iuh.edu.vn,252679103,266
1284,19346141,Võ Diệp Xuân,HTTT15B,xuan.19346141@student.iuh.edu.vn,718227343,108
1285,19346151,Hoàng Thị Mai,HTTT15A,mai.19346151@student.iuh.edu.vn,514117502,158
1286,19346161,Lê Ngọc Gia,KTPM15B,gia.19346161@student.iuh.edu.vn,303162162,261
1287,19346171,Đoàn Ngọc,HTTT15B,ngoc.19346171@student.iuh.edu.vn,676979377,215
1288,19346181,Phạm Hoàng,KHDL15B,hoang.19346181@student.iuh.edu.vn,496770882,168
1289,19346191,Trần Thị Thu,HTTT15B,thu.19346191@student.iuh.edu.vn,395504243,132
1290,19346201,Nguyễn Thị Kim,HTTT15A,kim.19346201@student.iuh.edu.vn,919380616,259
1291,19346211,Lương Hồng,KTPM15A,hong.19346211@student.iuh.edu.vn,746778289,249
1292,19346221,Dương Tuấn,KTPM15A,tuan.19346221@student.iuh.edu.vn,543780969,155
1293,19346231,Hà Phúc Thiên,HTTT15C,thien.19346231@student.iuh.edu.vn,456378701,4
1294,19346241,Dương Gia,HTTT15C,gia.19346241@student.iuh.edu.vn,650173152,64
1295,19346251,Nguyễn Huy,KTPM15B,huy.19346251@student.iuh.edu.vn,624132111,46
1296,19346261,Diệp Thế,KHDL15B,the.19346261@student.iuh.edu.vn,279001365,238
1297,19346271,Nguyễn Thu Hoàng,KHDL15B,hoang.19346271@student.iuh.edu.vn,561143277,228
1298,19346281,Nguyễn Phi,HTTT15A,phi.19346281@student.iuh.edu.vn,520825583,262
1299,19346291,Nguyễn Hoàng,KHMT15B,hoang.19346291@student.iuh.edu.vn,987754011,73
1300,19346301,Trần Ka,HTTT15C,ka.19346301@student.iuh.edu.vn,883512519,131
1301,19346311,Lê Quốc,HTTT15A,quoc.19346311@student.iuh.edu.vn,623158548,274
1302,19346321,Phạm Thị Linh,HTTT15B,linh.19346321@student.iuh.edu.vn,518454866,138
1303,19346331,Lê Thị Hoàng,HTTT15A,hoang.19346331@student.iuh.edu.vn,757915898,199
1304,19346341,TrầN Thị Thanh,HTTT15A,thanh.19346341@student.iuh.edu.vn,673307285,152
1305,19346351,Bùi Khánh Hương,HTTT15B,huong.19346351@student.iuh.edu.vn,792047017,44
1306,19346361,Trịnh Thị Hà,KHMT15A,ha.19346361@student.iuh.edu.vn,796381209,30
1307,19346371,Trần Hồng,KTPM15B,hong.19346371@student.iuh.edu.vn,741929875,189
1308,19346381,Nguyễn Tuấn,KHMT15B,tuan.19346381@student.iuh.edu.vn,554826381,259
1309,19346391,Nguyễn Thị Anh,KTPM15A,anh.19346391@student.iuh.edu.vn,729423682,284
1310,19346401,Nguyễn Thiện,HTTT15B,thien.19346401@student.iuh.edu.vn,471928989,105
1311,19346411,Nguyễn Thị Hồng,KTPM15A,hong.19346411@student.iuh.edu.vn,674601975,186
1312,19346421,Đỗ Thị Tuyết,HTTT15B,tuyet.19346421@student.iuh.edu.vn,639460403,289
1313,19346431,Nguyễn Trần Bảo,HTTT15B,bao.19346431@student.iuh.edu.vn,762136579,86
1314,19346441,Phạm Ngọc Bảo,KHMT15A,bao.19346441@student.iuh.edu.vn,547667103,242
1315,19346451,Lê Phương,HTTT15B,phuong.19346451@student.iuh.edu.vn,475142186,225
1316,19346461,Nguyễn Kim,HTTT15B,kim.19346461@student.iuh.edu.vn,833099953,46
1317,19346471,Nguyễn Ngọc Minh,KHDL15B,minh.19346471@student.iuh.edu.vn,304934244,261
1318,19346481,Huỳnh Hải,KHMT15A,hai.19346481@student.iuh.edu.vn,239876717,39
1319,19346491,Hà Văn,HTTT15A,van.19346491@student.iuh.edu.vn,659435229,215
1320,19346501,Nguyễn Hữu,HTTT15A,huu.19346501@student.iuh.edu.vn,874230550,224
1321,19346511,Nguyễn Hà Kim,KTPM15B,kim.19346511@student.iuh.edu.vn,532665184,81
1322,19346521,Hà Cửu Long,KHMT15B,long.19346521@student.iuh.edu.vn,924421742,164
1323,19346531,Dương Ngọc,HTTT15A,ngoc.19346531@student.iuh.edu.vn,422578383,46
1324,19346541,Vương Thị Minh,KHDL15B,minh.19346541@student.iuh.edu.vn,515138854,222
1325,19346551,Nguyễn Thế,HTTT15B,the.19346551@student.iuh.edu.vn,407184783,181
1326,19346561,Lê Diệu,HTTT15A,dieu.19346561@student.iuh.edu.vn,724979332,28
1327,19346571,Thới Ngọc,KHDL15B,ngoc.19346571@student.iuh.edu.vn,692620677,253
1328,19346581,Huỳnh Ngọc Hoàng,KTPM15A,hoang.19346581@student.iuh.edu.vn,805972022,269
1329,19346591,Nguyễn Nhật,KTPM15A,nhat.19346591@student.iuh.edu.vn,262906869,251
1330,19346601,Phạm Đinh Thanh,KHMT15A,thanh.19346601@student.iuh.edu.vn,927566200,167
1331,19346611,Nguyễn Lý Cẩm,KHMT15B,cam.19346611@student.iuh.edu.vn,575821762,17
1332,19346621,Huỳnh Ngọc Thủy,KTPM15B,thuy.19346621@student.iuh.edu.vn,629597409,34
1333,19346631,Phạm Kim,HTTT15B,kim.19346631@student.iuh.edu.vn,983271630,21
1334,19346641,Nguyễn Lưu Quỳnh,KHMT15A,quynh.19346641@student.iuh.edu.vn,717872319,94
1335,19346651,Trần Kim Trúc,KTPM15B,truc.19346651@student.iuh.edu.vn,309336786,111
1336,19346661,Huỳnh Mỹ,KHDL15B,my.19346661@student.iuh.edu.vn,842651938,3
1337,19346671,Trần Duy Thanh,KHMT15A,thanh.19346671@student.iuh.edu.vn,240336215,89
1338,19346681,Lê Cát,HTTT15A,cat.19346681@student.iuh.edu.vn,639108414,272
1339,19346691,Nguyễn Trường,HTTT15C,truong.19346691@student.iuh.edu.vn,443193419,123
1340,19346701,Tăng Ngọc,HTTT15B,ngoc.19346701@student.iuh.edu.vn,395993689,180
1341,19346711,Nguyễn Tuấn,KTPM15A,tuan.19346711@student.iuh.edu.vn,899729261,295
1342,19346721,Lê Khánh,KTPM15B,khanh.19346721@student.iuh.edu.vn,758921254,249
1343,19346731,Vũ Minh,KHDL15A,minh.19346731@student.iuh.edu.vn,651457960,175
1344,19346741,Nguyễn Đinh Thu,KTPM15B,thu.19346741@student.iuh.edu.vn,484720982,267
1345,19346751,Lê Hoàng Minh,HTTT15B,minh.19346751@student.iuh.edu.vn,818421621,117
1346,19346761,Nguyễn Phương,KTPM15B,phuong.19346761@student.iuh.edu.vn,681808908,74
1347,19346771,Lê Minh,HTTT15A,minh.19346771@student.iuh.edu.vn,975149309,58
1348,19346781,Lê Văn,KTPM15B,van.19346781@student.iuh.edu.vn,797380710,222
1349,19346791,Nguyễn Đức Anh,KHMT15B,anh.19346791@student.iuh.edu.vn,878936722,161
1350,19346801,Võ Anh,KTPM15B,anh.19346801@student.iuh.edu.vn,400125781,251
1351,19346811,Bùi Ngọc,HTTT15A,ngoc.19346811@student.iuh.edu.vn,485499744,188
1352,19346821,Phan Thanh,HTTT15B,thanh.19346821@student.iuh.edu.vn,448841327,238
1353,19346831,Trần Văn,HTTT15B,van.19346831@student.iuh.edu.vn,944602886,112
1354,19346841,Hồ Văn,HTTT15C,van.19346841@student.iuh.edu.vn,412661056,164
1355,19346851,Phạm Thụy Phương,KHMT15A,phuong.19346851@student.iuh.edu.vn,364995362,30
1356,19346861,Lê Minh,HTTT15A,minh.19346861@student.iuh.edu.vn,475176676,165
1357,19346871,Nguyễn Thị Diễm,HTTT15C,diem.19346871@student.iuh.edu.vn,266932717,178
1358,19346881,Trương Tuấn,KHDL15B,tuan.19346881@student.iuh.edu.vn,639225857,174
1359,19346891,Hồ Thị Ngọc,HTTT15B,ngoc.19346891@student.iuh.edu.vn,850462911,217
1360,19346901,Hứa Thanh,KTPM15B,thanh.19346901@student.iuh.edu.vn,584175917,178
1361,19346911,Võ Thành,HTTT15A,thanh.19346911@student.iuh.edu.vn,338411278,157
1362,19346921,Hoàng Thị Kim,KHDL15A,kim.19346921@student.iuh.edu.vn,775304011,22
1363,19346931,Bùi Nguyễn Quốc,HTTT15A,quoc.19346931@student.iuh.edu.vn,405585540,278
1364,19346941,Lê Thị Anh,KHMT15B,anh.19346941@student.iuh.edu.vn,889942102,192
1365,19346951,Châu Thị Cẩm,KHDL15B,cam.19346951@student.iuh.edu.vn,872109765,20
1366,19346961,Vương Thị Phương,KHMT15A,phuong.19346961@student.iuh.edu.vn,339418581,185
1367,19346971,Lê Xuân,HTTT15A,xuan.19346971@student.iuh.edu.vn,979136002,40
