mssv,student_name,class_name,edu_mail,national_id,address_id
19338781,Khương Thái Trân,KHDL15A,tran.19338781@student.iuh.edu.vn,752360813,91
19338791,Trương Xuân Tri,KTPM15B,tri.19338791@student.iuh.edu.vn,892159585,63
19338801,Bùi Thị Ngọc Trinh,HTTT15A,trinh.19338801@student.iuh.edu.vn,649476702,283
19338811,Huỳnh Thị Trinh,HTTT15A,trinh.19338811@student.iuh.edu.vn,513491407,84
19338821,Huỳnh Thị Trinh,KHMT15B,trinh.19338821@student.iuh.edu.vn,901119265,278
19338831,Lê Thị Tú Trinh,KHMT15B,trinh.19338831@student.iuh.edu.vn,582539299,88
19338841,Mai Thị Trúc Trinh,KHDL15B,trinh.19338841@student.iuh.edu.vn,471743024,294
19338851,Nguyễn Thị Thanh Trinh,KHMT15A,trinh.19338851@student.iuh.edu.vn,713611927,257
19338861,Nguyễn Thị Tuyết Trinh,KTPM15B,trinh.19338861@student.iuh.edu.vn,496382410,139
19338871,Nguyễn Trần Vỉnh Trinh,KTPM15A,trinh.19338871@student.iuh.edu.vn,939775905,9
19338881,Phạm Thị Mỹ Trinh,KHMT15A,trinh.19338881@student.iuh.edu.vn,458931612,8
19338891,Trần Thị Diễm Trinh,KTPM15B,trinh.19338891@student.iuh.edu.vn,281287857,182
19338901,Bùi Đăng Trường,HTTT15A,truong.19338901@student.iuh.edu.vn,608093192,99
19338911,Hứa Thanh Trường,HTTT15B,truong.19338911@student.iuh.edu.vn,957152728,66
19338921,Nguyễn Xuân Trường,HTTT15B,truong.19338921@student.iuh.edu.vn,632783728,245
19338931,Nguyễn Đức Trung,HTTT15B,trung.19338931@student.iuh.edu.vn,812385167,210
19338941,Nguyễn Học Trung,HTTT15B,trung.19338941@student.iuh.edu.vn,583611760,70
19338951,Nguyễn Hữu Trung,KHDL15A,trung.19338951@student.iuh.edu.vn,697027586,80
19338961,Phạm Thị Thanh Trúc,HTTT15B,truc.19338961@student.iuh.edu.vn,709234619,5
19338971,Nguyễn Thị Tươi,KTPM15A,tuoi.19338971@student.iuh.edu.vn,544347813,228
19338981,Nguyễn Anh Tuấn,KTPM15A,tuan.19338981@student.iuh.edu.vn,261039009,14
19338991,Nguyễn Anh Tuấn,KHMT15A,tuan.19338991@student.iuh.edu.vn,597578148,33
19339001,Trần Nguyễn Minh Tuấn,HTTT15C,tuan.19339001@student.iuh.edu.vn,749509746,43
19339011,Nguyễn Thị Thanh Tuyền,HTTT15C,tuyen.19339011@student.iuh.edu.vn,472630790,299
19339021,Phan Thị Thanh Tuyền,HTTT15C,tuyen.19339021@student.iuh.edu.vn,537494008,211
19339031,Võ Ngọc Tuyền,KHDL15A,tuyen.19339031@student.iuh.edu.vn,525116509,112
19339041,Trần Trung Tuyến,KHDL15A,tuyen.19339041@student.iuh.edu.vn,407407337,8
19339051,Đặng Thị Tuyết,HTTT15B,tuyet.19339051@student.iuh.edu.vn,417915637,99
19339061,Huỳnh Thị Ánh Tuyết,HTTT15B,tuyet.19339061@student.iuh.edu.vn,628774201,288
19339071,Trương Vi Tuyết,KHMT15B,tuyet.19339071@student.iuh.edu.vn,828797273,32
19339081,Võ Thị Ánh Tuyết,KTPM15A,tuyet.19339081@student.iuh.edu.vn,743697013,201
19339091,Mai Thị Thanh Tùng,KHMT15A,tung.19339091@student.iuh.edu.vn,961230479,24
19339101,Âu Dương Lệ Tú,KHDL15B,tu.19339101@student.iuh.edu.vn,540632706,260
19339111,Dương Trần Nguyệt Tú,HTTT15B,tu.19339111@student.iuh.edu.vn,286771786,45
19339121,Lê Thị Uyên,KHMT15B,uyen.19339121@student.iuh.edu.vn,809180309,239
19339131,Lưu Thị Tú Uyên,KHMT15A,uyen.19339131@student.iuh.edu.vn,653413781,205
19339141,Ngô Thị Minh Uyên,HTTT15B,uyen.19339141@student.iuh.edu.vn,285866549,238
19339151,Nguyễn Thảo Uyên,KHDL15B,uyen.19339151@student.iuh.edu.vn,364812236,181
19339161,Phạm Chu Uyên,KTPM15B,uyen.19339161@student.iuh.edu.vn,811419472,3
19339171,Phùng Thị Thảo Uyên,HTTT15C,uyen.19339171@student.iuh.edu.vn,845155281,196
19339181,Trần Ngọc Thảo Uyên,KHDL15A,uyen.19339181@student.iuh.edu.vn,917836611,211
19339191,Võ Thị Vạn,KTPM15A,van.19339191@student.iuh.edu.vn,798481873,27
19339201,Trần Thị Văn,HTTT15B,van.19339201@student.iuh.edu.vn,703463821,229
19339211,Lê Thị Hồng Vân,KHMT15A,van.19339211@student.iuh.edu.vn,431915991,217
19339221,Phan Nguyễn Ái Vân,HTTT15B,van.19339221@student.iuh.edu.vn,275181067,95
19339231,Phan Thị Khánh Vân,HTTT15A,van.19339231@student.iuh.edu.vn,805002106,209
19339241,Trần Thị Hồng Vân,KHMT15B,van.19339241@student.iuh.edu.vn,288426967,215
19339251,Mai Thị Ái Vi,HTTT15A,vi.19339251@student.iuh.edu.vn,592648221,146
19339261,Mai Thị Ái Vi,HTTT15A,vi.19339261@student.iuh.edu.vn,377031599,221
19339271,Trần Hoàng Vinh,HTTT15B,vinh.19339271@student.iuh.edu.vn,302224136,279
19339281,Nguyễn Thị Vì,KHMT15B,vi.19339281@student.iuh.edu.vn,577127266,299
19339291,Hồ Như Vĩnh,HTTT15A,vinh.19339291@student.iuh.edu.vn,409952580,129
19339301,Hồ Như Vĩnh,HTTT15B,vinh.19339301@student.iuh.edu.vn,424909498,41
19339311,Lê Viết Vọng,KHMT15A,vong.19339311@student.iuh.edu.vn,930799934,161
19339321,Đỗ Thị Khánh Vũ,HTTT15B,vu.19339321@student.iuh.edu.vn,587351715,174
19339331,Nguyễn Hoàng Vũ,HTTT15A,vu.19339331@student.iuh.edu.vn,778395414,73
19339341,Nguyễn Lê Hoàng Vũ,KHMT15A,vu.19339341@student.iuh.edu.vn,433966566,196
19339351,Nguyễn Thị Ánh Vũ,KHDL15A,vu.19339351@student.iuh.edu.vn,250455333,15
19339361,Huỳnh Thị Mai Vy,HTTT15C,vy.19339361@student.iuh.edu.vn,715406330,282
19339371,Nguyễn Trương Thị Vy,HTTT15A,vy.19339371@student.iuh.edu.vn,591491842,281
19339381,Nguyễn Trương Thị Vy,HTTT15B,vy.19339381@student.iuh.edu.vn,416239361,90
19339391,Phạm Thị Thúy Vy,HTTT15B,vy.19339391@student.iuh.edu.vn,837181655,185
19339401,Trần Thị Ngọc Vy,HTTT15C,vy.19339401@student.iuh.edu.vn,855245914,98
19339411,Trần Thị Ngọc Vy,KTPM15A,vy.19339411@student.iuh.edu.vn,417258463,278
19339421,Trần Thị Thu Vy,KTPM15A,vy.19339421@student.iuh.edu.vn,385479221,148
19339431,Vũ Trường Xuân,KHDL15B,xuan.19339431@student.iuh.edu.vn,649956979,185
19339441,Trà Thị Hà Xuyên,HTTT15A,xuyen.19339441@student.iuh.edu.vn,379921479,122
19339451,Võ Thị Kim Xuyến,HTTT15B,xuyen.19339451@student.iuh.edu.vn,392355381,26
19339461,Lê TrầN Như Ý,KHMT15A,ý.19339461@student.iuh.edu.vn,986769553,42
19339471,Lê TrầN Như Ý,KHDL15A,ý.19339471@student.iuh.edu.vn,394212405,193
19339481,Trương Phụng Y,KTPM15B,y.19339481@student.iuh.edu.vn,504082653,92
19339491,Dương Thái Bình Yên,KHMT15A,yen.19339491@student.iuh.edu.vn,648530454,96
19339501,Nguyễn Hoàng Phú Yên,KTPM15A,yen.19339501@student.iuh.edu.vn,391093349,31
19339511,Phan Vũ Tố Yên,HTTT15A,yen.19339511@student.iuh.edu.vn,541578730,155
19339521,Trần Thị Kim Yên,HTTT15B,yen.19339521@student.iuh.edu.vn,882429388,151
19339531,Đoàn Thị Kim Yến,KHMT15B,yen.19339531@student.iuh.edu.vn,842034734,230
19339541,Lê Thị Hồng Yến,KTPM15B,yen.19339541@student.iuh.edu.vn,836617237,285
19339551,Nguyễn Thị Kim Yến,HTTT15A,yen.19339551@student.iuh.edu.vn,713142403,288
19339561,Nguyễn Thị Kim Yến,HTTT15B,yen.19339561@student.iuh.edu.vn,910926600,157
19339571,Nguyễn Thị Ngọc Yến,HTTT15A,yen.19339571@student.iuh.edu.vn,626145156,210
19339581,Trần Thị Bảo Yến,HTTT15C,yen.19339581@student.iuh.edu.vn,321934307,20
19339591,Kim Youngseok,HTTT15B,youngseok.19339591@student.iuh.edu.vn,592104100,47
19339601,Huỳnh Đức,HTTT15C,duc.19339601@student.iuh.edu.vn,564371784,248
19339611,Ngụy Thế,KHDL15A,the.19339611@student.iuh.edu.vn,882592274,196
19339621,Nguyễn Xuân,HTTT15A,xuan.19339621@student.iuh.edu.vn,231685723,115
19339631,Nguyễn Nhị Thành,HTTT15A,thanh.19339631@student.iuh.edu.vn,682643368,226
19339641,Nguyễn Văn,KHDL15B,van.19339641@student.iuh.edu.vn,599959265,290
19339651,Trương Đức Hải,KHDL15A,hai.19339651@student.iuh.edu.vn,351379514,1
19339661,Lâm Phát,KTPM15B,phat.19339661@student.iuh.edu.vn,353325052,51
19339671,Phạm Huỳnh Quốc,HTTT15B,quoc.19339671@student.iuh.edu.vn,417207398,194
19339681,Lâm Hoàng,KTPM15A,hoang.19339681@student.iuh.edu.vn,468236830,270
19339691,Trần Gia,HTTT15B,gia.19339691@student.iuh.edu.vn,233186362,82
19339701,Nguyễn Ngọc,HTTT15A,ngoc.19339701@student.iuh.edu.vn,561939056,65
19339711,Nguyễn Thành,KHDL15A,thanh.19339711@student.iuh.edu.vn,732138627,116
19339721,Nguyễn Nhựt,HTTT15A,nhut.19339721@student.iuh.edu.vn,789538359,202
19339731,Vũ Hoàng,HTTT15A,hoang.19339731@student.iuh.edu.vn,477980742,209
19339741,Nguyễn Vũ Nguyên,KHDL15A,nguyen.19339741@student.iuh.edu.vn,528863544,124
19339751,Trần Đình,KHMT15A,dinh.19339751@student.iuh.edu.vn,903160103,285
19339761,Nguyễn Đắc,KHMT15A,dac.19339761@student.iuh.edu.vn,519704029,251
19339771,Cao Minh,KHMT15A,minh.19339771@student.iuh.edu.vn,994595860,260
19339781,Trần Khánh,KHDL15B,khanh.19339781@student.iuh.edu.vn,341079830,202
19339791,Vũ Văn,HTTT15A,van.19339791@student.iuh.edu.vn,850350256,245
19339801,Trần Thị Linh,KTPM15A,linh.19339801@student.iuh.edu.vn,673032388,52
19339811,Hồ Thanh,KHDL15A,thanh.19339811@student.iuh.edu.vn,825837116,101
19339821,Huỳnh Sang,KHDL15A,sang.19339821@student.iuh.edu.vn,278163114,50
19339831,Nguyễn Thành,KHDL15B,thanh.19339831@student.iuh.edu.vn,848113727,236
19339841,Phạm Thị,KTPM15A,thi.19339841@student.iuh.edu.vn,999685082,226
19339851,Huỳnh Ngọc,HTTT15C,ngoc.19339851@student.iuh.edu.vn,700182166,110
19339861,Nguyễn Thị Ái,KHMT15A,ai.19339861@student.iuh.edu.vn,495285200,48
19339871,Trần Thị,KHDL15A,thi.19339871@student.iuh.edu.vn,236517273,278
19339881,Nguyễn Ngọc Mai,KHDL15A,mai.19339881@student.iuh.edu.vn,664881668,199
19339891,Lê Thị Ngọc,HTTT15B,ngoc.19339891@student.iuh.edu.vn,524305358,162
19339901,Nguyễn Thị Ngọc,HTTT15A,ngoc.19339901@student.iuh.edu.vn,549958940,82
19339911,Cao Thị Châm,HTTT15C,cham.19339911@student.iuh.edu.vn,359934948,17
19339921,Lê Thị Tú,HTTT15A,tu.19339921@student.iuh.edu.vn,792431187,142
19339931,Trần Ngọc Thanh,KTPM15A,thanh.19339931@student.iuh.edu.vn,842221677,60
19339941,Phạm Thị Ngọc,KTPM15B,ngoc.19339941@student.iuh.edu.vn,294533723,298
19339951,Nguyễn Thị Ngọc,KHMT15B,ngoc.19339951@student.iuh.edu.vn,463553668,168
19339961,Đỗ Quang,KHMT15A,quang.19339961@student.iuh.edu.vn,504451796,17
19339971,Nguyễn Thị Cẩm,KTPM15B,cam.19339971@student.iuh.edu.vn,661622763,210
19339981,Ngô Huỳnh,KTPM15A,huynh.19339981@student.iuh.edu.vn,287284514,145
19339991,Nguyễn Thị Thanh,KTPM15B,thanh.19339991@student.iuh.edu.vn,885606156,4
19340001,Trần Thị Lễ,HTTT15A,le.19340001@student.iuh.edu.vn,327419490,218
19340011,Hồng Kim,KHDL15B,kim.19340011@student.iuh.edu.vn,886178902,138
19340021,Trương Thị Yến,KHDL15A,yen.19340021@student.iuh.edu.vn,881756764,266
19340031,Đào Thị Duyên,KHDL15B,duyen.19340031@student.iuh.edu.vn,646030015,10
19340041,Nguyễn Thị Ngọc,HTTT15A,ngoc.19340041@student.iuh.edu.vn,990480180,119
19340051,Hà Thị Nguyệt,HTTT15B,nguyet.19340051@student.iuh.edu.vn,607846429,118
19340061,Châu Như,HTTT15A,nhu.19340061@student.iuh.edu.vn,618373583,37
19340071,Nguyễn Thị Mỹ,KHMT15B,my.19340071@student.iuh.edu.vn,223560644,24
19340081,Nguyễn Thị Mỹ,KHDL15A,my.19340081@student.iuh.edu.vn,783471870,96
19340091,Nguyễn Thị Việt,KTPM15A,viet.19340091@student.iuh.edu.vn,892925736,225
19340101,Nguyễn Thị Mỹ,HTTT15A,my.19340101@student.iuh.edu.vn,702129404,137
19340111,Đàm Lâm,KHMT15B,lam.19340111@student.iuh.edu.vn,987575369,161
19340121,Phạm Thị Kim,KTPM15B,kim.19340121@student.iuh.edu.vn,713911600,74
19340131,Trịnh Minh,HTTT15C,minh.19340131@student.iuh.edu.vn,733041767,117
19340141,Nguyễn Công,HTTT15A,cong.19340141@student.iuh.edu.vn,697029883,135
19340151,Nguyễn Trung,HTTT15B,trung.19340151@student.iuh.edu.vn,736490701,280
19340161,Nguyễn Thị Như,HTTT15A,nhu.19340161@student.iuh.edu.vn,425526491,126
19340171,Nguyễn Lý Bảo,KTPM15B,bao.19340171@student.iuh.edu.vn,957244086,214
19340181,Nguyễn Lê Kiều,HTTT15B,kieu.19340181@student.iuh.edu.vn,478926478,188
19340191,Nguyễn Hồng,KHDL15B,hong.19340191@student.iuh.edu.vn,395143036,36
19340201,Phan Thị Mai,HTTT15B,mai.19340201@student.iuh.edu.vn,730529500,286
19340211,Trần Văn,KHDL15A,van.19340211@student.iuh.edu.vn,873672339,47
19340221,Vũ Thị Lan,KHDL15A,lan.19340221@student.iuh.edu.vn,842569851,28
19340231,Tưởng Khoa Thùy,KTPM15A,thuy.19340231@student.iuh.edu.vn,967801679,94
19340241,Hoàng Thiên,HTTT15A,thien.19340241@student.iuh.edu.vn,781241434,250
19340251,Hoàng Thị Như,KTPM15B,nhu.19340251@student.iuh.edu.vn,649851381,219
19340261,Vũ Hoàng Thanh,HTTT15B,thanh.19340261@student.iuh.edu.vn,538112781,63
19340271,Vũ Hà,KTPM15B,ha.19340271@student.iuh.edu.vn,614276197,9
19340281,Triệu Minh,HTTT15B,minh.19340281@student.iuh.edu.vn,553538926,14
19340291,Trần Thế,KTPM15A,the.19340291@student.iuh.edu.vn,846364878,206
19340301,Đặng Ngọc Anh,KHMT15B,anh.19340301@student.iuh.edu.vn,365824734,295
19340311,Phan Phước,HTTT15B,phuoc.19340311@student.iuh.edu.vn,536392696,123
19340321,Nguyễn Mộng,HTTT15B,mong.19340321@student.iuh.edu.vn,269758105,196
19340331,Nguyễn Trần Thanh,HTTT15B,thanh.19340331@student.iuh.edu.vn,561984021,75
19340341,Nguyễn Hoàng,HTTT15A,hoang.19340341@student.iuh.edu.vn,365151942,106
19340351,Quách Thị Đoan,HTTT15B,doan.19340351@student.iuh.edu.vn,486339161,23
19340361,Quách Cẩm,HTTT15A,cam.19340361@student.iuh.edu.vn,749912712,284
19340371,Lê Thị Hồng,KHMT15B,hong.19340371@student.iuh.edu.vn,699196937,227
19340381,Văn Quế,KTPM15A,que.19340381@student.iuh.edu.vn,671064144,280
19340391,Nguyễn Hoàng Kim,HTTT15B,kim.19340391@student.iuh.edu.vn,828212301,11
19340401,Nguyễn Lê Hoàng,KHMT15A,hoang.19340401@student.iuh.edu.vn,573402803,17
19340411,Phan Thị Mỹ,KTPM15B,my.19340411@student.iuh.edu.vn,449125207,295
19340421,Triệu Thị,KHDL15A,thi.19340421@student.iuh.edu.vn,391911582,195
19340431,Lê Văn,HTTT15B,van.19340431@student.iuh.edu.vn,350765304,18
19340441,Trương Thiên,HTTT15A,thien.19340441@student.iuh.edu.vn,495877845,50
19340451,Trần Thị Hồng,HTTT15A,hong.19340451@student.iuh.edu.vn,922718048,35
19340461,Nguyễn Thị Như,KTPM15B,nhu.19340461@student.iuh.edu.vn,375259285,191
19340471,Nguyễn Phương Thảo,KHMT15B,thao.19340471@student.iuh.edu.vn,763636287,95
19340481,Trần Ngọc Kim,KTPM15B,kim.19340481@student.iuh.edu.vn,239026009,285
19340491,Nguyễn Minh,HTTT15B,minh.19340491@student.iuh.edu.vn,500880832,130
19340501,Nguyễn Thị,KTPM15A,thi.19340501@student.iuh.edu.vn,667108951,263
19340511,Nguyễn Huỳnh Ngọc,HTTT15A,ngoc.19340511@student.iuh.edu.vn,677758821,84
19340521,Vũ Anh,KHDL15B,anh.19340521@student.iuh.edu.vn,784104346,248
19340531,Nguyễn Hữu,HTTT15C,huu.19340531@student.iuh.edu.vn,255330700,200
19340541,Hồ Bùi Như,KHDL15A,nhu.19340541@student.iuh.edu.vn,266815698,201
19340551,Trương Cát,KTPM15A,cat.19340551@student.iuh.edu.vn,478789698,101
19340561,Phạm Thị Thu,KTPM15B,thu.19340561@student.iuh.edu.vn,652071458,293
19340571,Lê Hải,KTPM15B,hai.19340571@student.iuh.edu.vn,482030400,128
19340581,Lê Bảo,KHMT15B,bao.19340581@student.iuh.edu.vn,264283678,66
19340591,Quách Gia,HTTT15B,gia.19340591@student.iuh.edu.vn,525949150,217
19340601,Lưu Trần Trọng,HTTT15B,trong.19340601@student.iuh.edu.vn,733121061,273
19340611,Thái Đỗ Phương,KHDL15A,phuong.19340611@student.iuh.edu.vn,251750006,215
19340621,Ngô Thuận,HTTT15A,thuan.19340621@student.iuh.edu.vn,996215864,147
19340631,Trịnh Minh,HTTT15B,minh.19340631@student.iuh.edu.vn,480878113,264
19340641,Trần Thị Ngọc,HTTT15B,ngoc.19340641@student.iuh.edu.vn,359742608,18
19340651,Võ Thị Minh,HTTT15C,minh.19340651@student.iuh.edu.vn,812475610,208
19340661,Huỳnh Thanh,HTTT15B,thanh.19340661@student.iuh.edu.vn,291785881,71
19340671,Nguyễn Thị Cẩm,HTTT15A,cam.19340671@student.iuh.edu.vn,476890857,119
19340681,Phạm Thị Lập,HTTT15C,lap.19340681@student.iuh.edu.vn,765068445,37
19340691,Phạm Thị Thu,HTTT15B,thu.19340691@student.iuh.edu.vn,708081639,56
19340701,Cao Ngọc Khánh,KHMT15B,khanh.19340701@student.iuh.edu.vn,230967065,131
19340711,Nguyễn Minh,HTTT15B,minh.19340711@student.iuh.edu.vn,617023891,222
19340721,Lý Thị Thủy,KHMT15B,thuy.19340721@student.iuh.edu.vn,834711260,183
19340731,Phan Thị Anh,KHDL15A,anh.19340731@student.iuh.edu.vn,712910022,202
19340741,Trần Thị Nhựt,KTPM15B,nhut.19340741@student.iuh.edu.vn,979385126,58
19340751,NguyễN Thị Thanh,KHDL15A,thanh.19340751@student.iuh.edu.vn,696544627,5
19340761,Trần Quỳnh,KHDL15B,quynh.19340761@student.iuh.edu.vn,560562152,169
19340771,Phan Nguyễn Hoàng,HTTT15A,hoang.19340771@student.iuh.edu.vn,251073089,18
19340781,Nguyễn Thị Mỹ,HTTT15B,my.19340781@student.iuh.edu.vn,767511230,105
19340791,Lê,KTPM15A,le.19340791@student.iuh.edu.vn,588854274,137
19340801,Nguyễn Thị Quỳnh,KHMT15A,quynh.19340801@student.iuh.edu.vn,838580529,187
19340811,Võ Quang,KHDL15B,quang.19340811@student.iuh.edu.vn,458055311,287
19340821,Lê Thị Yến,KTPM15A,yen.19340821@student.iuh.edu.vn,480498655,289
19340831,Nguyễn Hữu,HTTT15B,huu.19340831@student.iuh.edu.vn,752720123,285
19340841,Lê Thị Kim,HTTT15B,kim.19340841@student.iuh.edu.vn,723651709,183
19340851,Hồ Thị Kim,KTPM15B,kim.19340851@student.iuh.edu.vn,512914600,298
19340861,Đỗ Thị Mai,HTTT15B,mai.19340861@student.iuh.edu.vn,609869286,120
19340871,Nguyễn Thị Phương,HTTT15A,phuong.19340871@student.iuh.edu.vn,422652979,276
19340881,Nguyễn Minh,KHMT15A,minh.19340881@student.iuh.edu.vn,856125558,32
19340891,Nguyễn Thị Ánh,KTPM15A,anh.19340891@student.iuh.edu.vn,792768675,90
19340901,Nguyễn Thị Kim,KHDL15A,kim.19340901@student.iuh.edu.vn,864835143,170
19340911,Trần Nguyễn Hà,KHDL15A,ha.19340911@student.iuh.edu.vn,984066782,294
19340921,Nguyễn Thị,KHMT15B,thi.19340921@student.iuh.edu.vn,267786613,77
19340931,Nguyễn Thị,KHMT15B,thi.19340931@student.iuh.edu.vn,761357144,164
19340941,Nguyễn Thị Thanh,KHMT15A,thanh.19340941@student.iuh.edu.vn,987526361,201
19340951,Phan Thị Ái,KHDL15B,ai.19340951@student.iuh.edu.vn,944866129,172
19340961,Nguyễn Thị Tuyết,KTPM15B,tuyet.19340961@student.iuh.edu.vn,684000978,214
19340971,Huỳnh Thị Thủy,HTTT15B,thuy.19340971@student.iuh.edu.vn,246892852,166
19340981,Phạm Thị Diệu,KHDL15A,dieu.19340981@student.iuh.edu.vn,514752442,218
19340991,Võ Thị Linh,KHMT15B,linh.19340991@student.iuh.edu.vn,349904234,210
19341001,Nguyễn Xuân,KHMT15B,xuan.19341001@student.iuh.edu.vn,638967594,203
19341011,Võ Thị Lộc,KHDL15B,loc.19341011@student.iuh.edu.vn,222247672,279
19341021,Nguyễn Trà,HTTT15A,tra.19341021@student.iuh.edu.vn,749696453,92
19341031,ĐoàN Thanh,KHMT15A,thanh.19341031@student.iuh.edu.vn,443187184,161
19341041,Trần Nguyễn Bảo,HTTT15B,bao.19341041@student.iuh.edu.vn,319481853,281
19341051,Trần Thị Thùy,KHDL15A,thuy.19341051@student.iuh.edu.vn,415336365,134
19341061,Nguyễn Kim Ngọc,KHMT15B,ngoc.19341061@student.iuh.edu.vn,492954010,287
19341071,Phan Trọng,KHMT15B,trong.19341071@student.iuh.edu.vn,993181289,188
19341081,Bùi Ngọc Lan,HTTT15A,lan.19341081@student.iuh.edu.vn,944993867,59
19341091,Lê Thị Mỹ,HTTT15B,my.19341091@student.iuh.edu.vn,598648905,126
19341101,Huỳnh Ngọc,HTTT15A,ngoc.19341101@student.iuh.edu.vn,779625203,244
19341111,Hoàng Kim,HTTT15C,kim.19341111@student.iuh.edu.vn,773620316,163
19341121,Trần Thị Hương,KTPM15A,huong.19341121@student.iuh.edu.vn,529532330,199
19341131,Nguyễn Thị Thu,KHMT15A,thu.19341131@student.iuh.edu.vn,821895784,223
19341141,Đỗ Bích,KHMT15A,bich.19341141@student.iuh.edu.vn,429740069,120
19341151,Dương Thị Thanh,HTTT15B,thanh.19341151@student.iuh.edu.vn,627753861,212
19341161,Bá Ngọc Hoàng,HTTT15A,hoang.19341161@student.iuh.edu.vn,982760001,213
19341171,Ngạc Thị,HTTT15B,thi.19341171@student.iuh.edu.vn,536801371,58
19341181,Triệu Gia,KHMT15B,gia.19341181@student.iuh.edu.vn,646769159,296
19341191,Vũ Phương,KTPM15A,phuong.19341191@student.iuh.edu.vn,861714014,166
19341201,Lương Thu,HTTT15B,thu.19341201@student.iuh.edu.vn,753715947,197
19341211,Đỗ Nguyễn Phương,HTTT15B,phuong.19341211@student.iuh.edu.vn,992532712,297
19341221,Nguyễn Võ Minh,KHMT15B,minh.19341221@student.iuh.edu.vn,232927609,108
19341231,Hà Hoàng Tường,KTPM15A,tuong.19341231@student.iuh.edu.vn,833558996,209
19341241,Lương Thị Thảo,KHMT15A,thao.19341241@student.iuh.edu.vn,802089034,59
19341251,Võ Thu,HTTT15A,thu.19341251@student.iuh.edu.vn,871279114,213
19341261,Tăng Phượng,KHMT15A,phuong.19341261@student.iuh.edu.vn,417454646,59
19341271,Lê Phạm Hoàng,HTTT15B,hoang.19341271@student.iuh.edu.vn,883995741,156
19341281,Hà Anh Hiếu,HTTT15B,hieu.19341281@student.iuh.edu.vn,273830279,85
19341291,Dương Duy,HTTT15C,duy.19341291@student.iuh.edu.vn,525400817,70
19341301,Lê Thanh,KHDL15A,thanh.19341301@student.iuh.edu.vn,957769288,70
19341311,Lê Ngọc Thảo,HTTT15B,thao.19341311@student.iuh.edu.vn,288401794,9
19341321,Lưu Ngọc Tường,KHMT15A,tuong.19341321@student.iuh.edu.vn,632459886,18
19341331,Nguyễn Hoàng,KTPM15A,hoang.19341331@student.iuh.edu.vn,235321229,5
19341341,Trầm Vương Mẫn,KHMT15A,man.19341341@student.iuh.edu.vn,736996432,250
19341351,Vũ Hải,KHDL15B,hai.19341351@student.iuh.edu.vn,674926606,88
19341361,Trần Minh,KHMT15B,minh.19341361@student.iuh.edu.vn,420138874,153
19341371,Nguyễn Duy,HTTT15B,duy.19341371@student.iuh.edu.vn,762918079,296
19341381,Đỗ Thị Kim,HTTT15B,kim.19341381@student.iuh.edu.vn,875977449,110
19341391,Võ Thị Kim,KTPM15A,kim.19341391@student.iuh.edu.vn,480568976,243
19341401,Phạm Hà,HTTT15C,ha.19341401@student.iuh.edu.vn,512780177,219
19341411,Đỗ Trần Thanh,HTTT15B,thanh.19341411@student.iuh.edu.vn,439925294,205
19341421,Nguyễn Ngọc Khánh,KTPM15B,khanh.19341421@student.iuh.edu.vn,253661201,111
19341431,Lin Kính,HTTT15B,kinh.19341431@student.iuh.edu.vn,351103463,224
19341441,Nguyễn Thị Thảo,HTTT15C,thao.19341441@student.iuh.edu.vn,384500489,56
19341451,Diệp Ngọc,KHMT15B,ngoc.19341451@student.iuh.edu.vn,550930098,132
19341461,Lê Thiên Ngọc,HTTT15C,ngoc.19341461@student.iuh.edu.vn,481774573,124
19341471,Âu Bảo,KTPM15A,bao.19341471@student.iuh.edu.vn,261465886,17
19341481,Trương Tú,HTTT15B,tu.19341481@student.iuh.edu.vn,913081437,54
19341491,Nguyễn Thị Quỳnh,KHMT15B,quynh.19341491@student.iuh.edu.vn,842782415,30
19341501,Hoàng Thị,HTTT15A,thi.19341501@student.iuh.edu.vn,608039117,268
19341511,Nguyễn Thị Mỹ,KHDL15B,my.19341511@student.iuh.edu.vn,360663775,169
19341521,Võ Thị Kim,HTTT15B,kim.19341521@student.iuh.edu.vn,616127100,3
19341531,Võ Thúy,HTTT15B,thuy.19341531@student.iuh.edu.vn,892592242,262
19341541,Võ Thị Diệu,HTTT15B,dieu.19341541@student.iuh.edu.vn,450623444,294
19341551,Võ Hoàng,KHDL15A,hoang.19341551@student.iuh.edu.vn,798871562,58
19341561,Nguyễn Thị Thuỳ,KTPM15B,thuy.19341561@student.iuh.edu.vn,461123266,289
19341571,Nguyễn Thị Thanh,HTTT15B,thanh.19341571@student.iuh.edu.vn,700771237,143
19341581,Trương Tịnh,KTPM15B,tinh.19341581@student.iuh.edu.vn,890169671,259
19341591,Nguyễn Thị Bích,KHDL15A,bich.19341591@student.iuh.edu.vn,591973617,161
19341601,Nguyễn Hồng,HTTT15A,hong.19341601@student.iuh.edu.vn,571682484,36
19341611,Đỗ Phương,HTTT15A,phuong.19341611@student.iuh.edu.vn,831849745,189
19341621,Bùi Thị,KTPM15B,thi.19341621@student.iuh.edu.vn,913470337,194
19341631,Lâm Tâm,HTTT15A,tam.19341631@student.iuh.edu.vn,278480221,107
19341641,Phạm Thị Ngọc,KHMT15A,ngoc.19341641@student.iuh.edu.vn,230522511,70
19341651,Lý Quế,KTPM15B,que.19341651@student.iuh.edu.vn,734977467,93
